Topic,Count,Name,Representation,Representative_Docs
175,128,175_methodreader_methodwriter_writers_reader,"['methodreader', 'methodwriter', 'writers', 'reader', 'chained', 'method', 'textmethodtester', 'writer', 'methodid', 'closes']","['fixes to text support for methodreader', 'start adding support for methodid s on methodreader methodwriter', 'start adding support for methodid s on methodreader methodwriter']"
176,128,176_alexanderthclark_ppf_auction_lint,"['alexanderthclark', 'ppf', 'auction', 'lint', 'module', 'affine', 'equilibrium', 'slope', 'sexes', 'battle']","['merge pull request 20 from alexanderthclark double auction', 'merge pull request 7 from alexanderthclark package package refactor', 'merge pull request 115 from alexanderthclark alexanderthclark patch 2 update readme md']"
177,128,177_release_15_v1_ready,"['release', '15', 'v1', 'ready', '13', '16', '20', '14', '11', '12']","['release 1 0 0 5', 'release 0 0 8', '3 0 2 release']"
178,127,178_sifts_pdb_pfam_pdbresidue,"['sifts', 'pdb', 'pfam', 'pdbresidue', 'pdbml', 'msacolumn2pdbresidue', 'residue', 'getseq2pdb', 'mapping', 'pdbresidues']","['sifts mapping using pfam code and download sifts xml', 'pdb and sifts examples', 'sifts and pdb api docs']"
179,126,179_upload_via_csproj_files,"['upload', 'via', 'csproj', 'files', 'svgxml', 'svg', 'svgxmldiagnostics', 'custom', 'add', 'translaton']","['add files via upload', 'add files via upload', 'add files via upload']"
180,125,180_bradgrimm_setlist_tracker_song,"['bradgrimm', 'setlist', 'tracker', 'song', 'metronome', 'guitar', 'songs', 'playlists', 'timer', 'drop']","['merge pull request 16 from bradgrimm codex improve setlist tracker design enhance setlist tracker styling', 'merge pull request 29 from bradgrimm codex refactor setlist tracker layout adjust setlist tracker layout', 'merge pull request 2 from bradgrimm codex improve song and timer layout improve setlist tracker display']"
181,124,181_wieslawsoltes_nuget_pull_request,"['wieslawsoltes', 'nuget', 'pull', 'request', 'skiasharp', 'merge', 'from', 'proportions', 'splitting', 'recycling']","['merge pull request 5 from wieslawsoltes pattern pattern', 'merge pull request 17 from wieslawsoltes refactor refactor', 'merge pull request 24 from wieslawsoltes']"
182,123,182_sprite_animation_piotr_gorczynski,"['sprite', 'animation', 'piotr', 'gorczynski', 'idle', 'kick', 'ball', 'player', 'blue', 'trajectory']","['merge pull request 865 from piotr gorczynski copilot fix sprite position issue fix idle sprite position changing during kick animation', 'merge pull request 679 from piotr gorczynski codex update player sprite animation position adjust running animation frame row and sprite alignment', 'merge pull request 852 from piotr gorczynski copilot fix player animation issue fix idle player sprite following ball during kick animation']"
183,123,183_automation_faction_factions_buy,"['automation', 'faction', 'factions', 'buy', 'reputation', 'augments', 'augmentations', 'company', 'neuroflux', 'rep']","['automation stricter types in faction work', 'automation simplify faction work main', 'automation fix errors in faction work']"
184,123,184_changelog_updated_changelogs_directing,"['changelog', 'updated', 'changelogs', 'directing', 'entries', 'backfill', 'tokenfunctions', 'weakly', 'rewords', 'reporter']","['updated changelog', 'updated changelog', 'updated changelog']"
185,122,185_parsing_parse_parser_expression,"['parsing', 'parse', 'parser', 'expression', 'exceptions', 'probable', 'stockholm', 'reviewed', 'q8bx79', 'omega']","['fixed parsing', 'fixed parsing a b 2 p', 'parse parse file']"
186,122,186_scene_scenes_scenefilewriter_py,"['scene', 'scenes', 'scenefilewriter', 'py', 'extract', 'tex', 'temp', 'embed', 'showtraceback', 'splines']","['misc clean up 2269 comment tweak directly print traceback since the shell showtraceback is giving some issues make interacrtivesceneembed into a class this way it can keep track of it s internal shell use of get ipython has a finicky relationship with reloading move remaining checkpoint paste logic into scene embed py this involved making a few context managers for scene temp record temp skip temp progress bar which seem useful in and of themselves change null key to be the empty string ensure temporary svg paths for text are deleted remove unused dict ops py functions remove break into partial movies from file writer configuration rewrite guarantee existence using path clean up scenefilewriter it had a number of vestigial functions no longer used and some setup that could be made more organized remove save pngs cli arg which did nothing add subdivide cli arg remove add extension if not present remove get sorted integer files have find file return path minor clean up clean up num tex symbols fix find file minor cleanup for extract scene py add preview frame while skipping option to scene config use shell showtraceback function move keybindings to config instead of in place constants replace degrees deg', 'video work 2284 comment tweak directly print traceback since the shell showtraceback is giving some issues make interacrtivesceneembed into a class this way it can keep track of it s internal shell use of get ipython has a finicky relationship with reloading move remaining checkpoint paste logic into scene embed py this involved making a few context managers for scene temp record temp skip temp progress bar which seem useful in and of themselves change null key to be the empty string ensure temporary svg paths for text are deleted remove unused dict ops py functions remove break into partial movies from file writer configuration rewrite guarantee existence using path clean up scenefilewriter it had a number of vestigial functions no longer used and some setup that could be made more organized remove save pngs cli arg which did nothing add subdivide cli arg remove add extension if not present remove get sorted integer files have find file return path minor clean up clean up num tex symbols fix find file minor cleanup for extract scene py add preview frame while skipping option to scene config use shell showtraceback function move keybindings to config instead of in place constants replace degrees deg add arg to clear the cache separate out full tex to svg from tex to svg and only cache to disk the results of full tex to svg otherwise making edits to the tex templates would not show up without clearing the cache bug fix in handling blankscene make checkpoint states an instance variable of checkpointmanager as per move resizing out of window focus and into window init for scene make default output directory instead of to address remove input file path arg from scenefilewriter use dict syntax in place of dict for config more consistently across config py simplify get output directory swap order of preamble and additional preamble minor stylistic tweak have unitinterval pass on kwargs to numberline add simple get dist function have tracedpath always update to the stroke configuration passed in have mobject match points apply to all parts of data in pointlike data key always call mobject update upon adding an updater add surface uv to point make sure surface set opacity takes in a recurse option update num tex symbols to account for and', 'a few bug fixes 2277 comment tweak directly print traceback since the shell showtraceback is giving some issues make interacrtivesceneembed into a class this way it can keep track of it s internal shell use of get ipython has a finicky relationship with reloading move remaining checkpoint paste logic into scene embed py this involved making a few context managers for scene temp record temp skip temp progress bar which seem useful in and of themselves change null key to be the empty string ensure temporary svg paths for text are deleted remove unused dict ops py functions remove break into partial movies from file writer configuration rewrite guarantee existence using path clean up scenefilewriter it had a number of vestigial functions no longer used and some setup that could be made more organized remove save pngs cli arg which did nothing add subdivide cli arg remove add extension if not present remove get sorted integer files have find file return path minor clean up clean up num tex symbols fix find file minor cleanup for extract scene py add preview frame while skipping option to scene config use shell showtraceback function move keybindings to config instead of in place constants replace degrees deg add arg to clear the cache separate out full tex to svg from tex to svg and only cache to disk the results of full tex to svg otherwise making edits to the tex templates would not show up without clearing the cache bug fix in handling blankscene make checkpoint states an instance variable of checkpointmanager as per move resizing out of window focus and into window init for scene make default output directory instead of to address remove input file path arg from scenefilewriter use dict syntax in place of dict for config more consistently across config py simplify get output directory swap order of preamble and additional preamble']"
187,122,187_lint_lints_linter_clippy,"['lint', 'lints', 'linter', 'clippy', 'linting', 'manual', 'js', 'happy', 'tsc', 'yijie']","['lint fix', 'lint fix', 'fix lint']"
188,121,188_svg_svgs_simplification_icon,"['svg', 'svgs', 'simplification', 'icon', 'attribute', 'xxe', 'stringmobject', 'doit', 'tiger', 'aj']","['delete svg cs', 'add svg example', 'refactor to svg']"
189,120,189_url_urls_netlify_uri,"['url', 'urls', 'netlify', 'uri', 'popular', 'silvath', 'openurl', 'cdn', '55', 'encodeurl']","['url update', 'fix url', 'url fix']"
190,120,190_cache_caching_cachemiddleware_deception,"['cache', 'caching', 'cachemiddleware', 'deception', 'cached', 'async', 'sum', 'etag', 'storage', 'caches']","['update cache', 'update cache', 'add cache']"
191,118,191_multikeymap_collections_set_keys,"['multikeymap', 'collections', 'set', 'keys', 'claude', 'performance', 'hashcode', 'map', 'collection', 'hashset']","['multikeymap critical bug fixes thread safety improvements and performance optimizations this commit addresses findings from a comprehensive code review implementing 7 fixes across correctness thread safety and performance categories critical fixes fixed null sentinel equality bug in elementequals that incorrectly treated null sentinel and null as unequal after normalization added proper null checks after sentinel normalization to ensure correct null key handling thread safety improvements fixed hashcode cache race condition by implementing double checked locking with a dedicated hashcodelock object preventing multiple threads from computing and caching different hashcode values during concurrent access improved resize race condition handling by adding double checked load factor validation before expensive cas operations preventing threads from queuing on unnecessary resize attempts after the first resize completes performance optimizations removed duplicate getclass and isarray calls in flattenkey method by declaring variables once and reusing them across code paths optimized instanceof checks by deferring rare atomic array type checks until after confirming the key is an array eliminating 3 instanceof checks per call on hot paths normalizeforlookup findsimpleorcomplexkey createmultikey increased set comparison threshold from 3 to 6 elements for nested o n comparison vs hashmap allocation benchmarking shows 36 comparisons 6 is faster than hashmap overhead improving set list performance ratio from 6 15x to 4 8x 22 improvement testing all 600 multikeymap tests pass with 0 failures and 0 errors estimated overall performance improvement 5 8 for typical workloads with significant improvements in specific scenarios set operations 22 concurrent hashcode calls eliminates race conditions generated with claude code co authored by claude noreply com', 'simplify remove unmodifiable wrapping from multikeymapfactory simplifies key resolution by removing collections unmodifiable wrapping this avoids sealable serialization issues when multikeymap is re serialized changes remove createimmutablekey method no longer needed call reader tojava directly for keys and values use converter methods for config parsing cleaner than manual parsing remove unused imports collections arraylist linkedhashset etc rationale users don t have direct access to collection keys returned from multikeymap keyset to mutate them in practice making the unmodifiable wrapping unnecessary complexity the risk is acceptable avoids issue re serializing a deserialized multikeymap would attempt to write sealableset sealablelist instead of the original collection types all 2170 tests pass co authored by claude noreply com', 'test add comprehensive nested collection tests for multikeymap added testmultikeymapwithdeeplynestedcollections to verify multikeymap serialization deserialization with deeply nested collections test coverage collections expanded mode list set list string set list set integer collections with nulls and empty collections collections not expanded mode set list string as single key list set integer as single key collections with nulls cross mode lookup compatibility the test validates that 1 nested collections serialize correctly 2 deserialization reconstructs the correct structure 3 lookups work with original collection keys after deserialization 4 both collection key modes handle nested structures properly also improved multikeymapfactory converttostablecollection to properly handle set conversions returning hashset directly instead of wrapping this test ensures the fixes in java util multikeymap work correctly through the json io serialization layer generated with claude code co authored by claude noreply com']"
192,117,192_travis_yml_appveyor_sudo,"['travis', 'yml', 'appveyor', 'sudo', 'ci', 'hdf5', 'codecov', 'shield', 'mnist', 'commented']","['travis', 'travis', 'travis']"
193,117,193_ui_dist_updated_rebuilt,"['ui', 'dist', 'updated', 'rebuilt', 'deps', 'snapshots', 'codemirror', 'headlessui', 'twemoji', 'slighly']","['updated ui dist', 'updated ui dist', 'updated ui dist']"
194,116,194_sksvgrenderer_cs_skutil_skelement,"['sksvgrenderer', 'cs', 'skutil', 'skelement', 'update', 'skcanvas', 'skbitmapdrawoperation', 'skbitmapimage', 'sksvghelper', 'skcanvascontrol']","['update sksvgrenderer cs', 'update sksvgrenderer cs', 'update sksvgrenderer cs']"
195,116,195_kpartlow_readoptions_accessorchanges_master,"['kpartlow', 'readoptions', 'accessorchanges', 'master', 'converter', 'ksdperera', 'handwrittendatetests', 'pull', 'request', 'optimizations']","['merge pull request 95 from kpartlow master removed unused call', 'merge pull request 193 from kpartlow master changes', 'merge pull request 18 from kpartlow master updates to pom xml']"
196,116,196_svgsourcegenerator_layout_cs_svgsource,"['svgsourcegenerator', 'layout', 'cs', 'svgsource', 'painting', 'svgstyle', 'svg', 'work', 'new', 'svgscript']","['work on new layout', 'work on new layout', 'work on new layout']"
197,116,197_adoc_manim_video_3b1b,"['adoc', 'manim', 'video', '3b1b', 'readme', 'into', 'branch', 'work', 'github', 'com']","['update readme adoc', 'update readme adoc', 'update readme adoc']"
198,116,198_manim_3b1b_github_com,"['manim', '3b1b', 'github', 'com', 'branch', 'master', 'lab', 'neuralegion', 'into', 'shainet']","['merge branch master of github com 3b1b manim', 'merge branch master of github com 3b1b manim', 'merge branch master of github com 3b1b manim']"
199,114,199_dockmanager_resvgtests_cs_changelog,"['dockmanager', 'resvgtests', 'cs', 'changelog', 'svgfiltercontext', 'dockwindow', 'svgforeignobject', 'docktoolchrome', 'dockhelpers', 'md']","['update dockmanager cs', 'update dockmanager cs', 'update dockmanager cs']"
200,113,200_search_ilike_freetext_find,"['search', 'ilike', 'freetext', 'find', 'searcher', 'postgresql', 'searchable', 'view', 'matching', 'ocr']","['add search', 'add search', 'search']"
201,113,201_badge_badges_gitter_codecov,"['badge', 'badges', 'gitter', 'codecov', 'readme', 'climate', 'status', 'twitter', 'travis', 'crates']","['update badge', 'update badge', 'update badge']"
202,112,202_yarn_npm_dependabot_shinnku,"['yarn', 'npm', 'dependabot', 'shinnku', 'nikaidou', 'bump', 'eslint', 'antd', 'vite', 'typescript']","['merge branch main into dependabot npm and yarn typescript 4 7 2', 'merge branch main into dependabot npm and yarn typescript 4 8 4', 'merge pull request 12 from shinnku nikaidou dependabot npm and yarn typescript 4 6 3 bump typescript from 4 5 5 to 4 6 3']"
203,112,203_core_release_chronicle_prepare,"['core', 'release', 'chronicle', 'prepare', 'plugin', 'maven', '22ea30', '22ea29', '22ea31', '22ea28']","['maven release plugin prepare release chronicle core 1 1 2', 'maven release plugin prepare release chronicle core 1 7 0', 'maven release plugin prepare release chronicle core 1 9 1']"
204,112,204_mainwindowviewmodel_cs_bom_69,"['mainwindowviewmodel', 'cs', 'bom', '69', 'chronicle', '71', '19', '15', 'webviewsample', 'update']","['update mainwindowviewmodel cs', 'update mainwindowviewmodel cs', 'update mainwindowviewmodel cs']"
205,111,205_surveys_updating_survey_bom,"['surveys', 'updating', 'survey', 'bom', 'work', '27ea52', 'version', '27ea0', 'on', '27ea87']","['work on surveys', 'work on surveys', 'work on surveys']"
206,110,206_translation_fr_translations_gidano,"['translation', 'fr', 'translations', 'gidano', 'main', 'hu', 'turkish', 'weblate', 'i18n', 'neo1102']","['merge pull request 105 from selasekay missing translation fr fr added missing translations in fr fr', 'merge pull request 146 from gidano main update hu missing translations json', 'merge pull request 170 from gidano main updated missing translations hu json']"
207,107,207_eisnerw_bql_birthday_ruleset,"['eisnerw', 'bql', 'birthday', 'ruleset', 'entity', 'elasticsearch', 'named', 'generic', 'query', 'supreme']","['merge pull request 157 from eisnerw codex fix ui issues with bql and ruleset input feat guard query actions when bql is invalid', 'merge pull request 50 from eisnerw codex add bql validator to edit ruleset implement bql validation and loop detection', 'merge pull request 47 from eisnerw codex convert ruleset editing to bql format use bql in ruleset editor']"
208,107,208_sln_skia_priorities_rbjarnason,"['sln', 'skia', 'priorities', 'rbjarnason', 'svg', 'your', 'app', 'dev', 'github', 'com']","['update svg skia sln', 'update svg skia sln', 'update svg skia sln']"
209,105,209_images_png_screenshot_image,"['images', 'png', 'screenshot', 'image', 'screenshots', 'img', 'imagetype', 'post', 'exif', 'canimation']","['import images', 'user images', 'added to images']"
210,105,210_dependency_dependencies_updater_ant,"['dependency', 'dependencies', 'updater', 'ant', 'jdbc', 'anyhow', 'nextcloud', 'updates', 'mechanism', 'fnn']","['dependency update', 'dependency fix', 'fix dependency']"
211,105,211_mdx_en_tools_zh,"['mdx', 'en', 'tools', 'zh', 'tips', 'tr', 'basics', 'tot', 'voice', 'callout']","['update examples en mdx', 'update examples en mdx', 'update en mdx']"
212,105,212_svg_update_ellipse_680,"['svg', 'update', 'ellipse', '680', '596', 'bazel', 'props', 'inline', 'logo', 'rendering']","['update svg', 'update svg', 'update svg']"
213,104,213_build_work_on_yml,"['build', 'work', 'on', 'yml', 'cmd', 'check', 'game', 'necessary', 'really', 'things']","['work on build', 'work on build', 'work on build']"
214,103,214_reports_report_193_dataset,"['reports', 'report', '193', 'dataset', 'sharing', 'per', 'favorite', 'shared', 'multiple', 'wizard']","['work on reports', 'work on reports', 'work on reports']"
215,103,215_jsvm_types_regenerated_tygoja,"['jsvm', 'types', 'regenerated', 'tygoja', 'binding', 'bindings', 'updated', 'migrations', 'goja', 'a3m']","['updated jsvm types', 'updated jsvm types', 'updated jsvm types']"
216,102,216_wire_release_chronicle_prepare,"['wire', 'release', 'chronicle', 'prepare', 'plugin', 'maven', '14', '17', '13', '10']","['maven release plugin prepare release chronicle wire 1 8 9', 'maven release plugin prepare release chronicle wire 1 8 7', 'maven release plugin prepare release chronicle wire 1 4 1']"
217,102,217_version_increment_antlr_bump,"['version', 'increment', 'antlr', 'bump', 'versioning', 'pcre2', 'versionname', 'versions', 'versioncode', 'suffix']","['add version', 'fix version', 'fix version']"
218,102,218_locator_store_teamever_hours,"['locator', 'store', 'teamever', 'hours', 'holiday', 'map', 'marker', 'storelocator', 'advent', 'google']","['refactor remove store locator cache', 'fix improve store locator ui', 'fix store locator search']"
219,101,219_stats_statistics_random_beliefs,"['stats', 'statistics', 'random', 'beliefs', 'price', 'shuffle', 'randomness', 'rand', 'orders', 'prices']","['layout for stats', 'add more stats', 'fix issue where production cost constantly pushed up price previously production cost was being simply added in to order prices while the intent was to have price beliefs for produced goods actually function as a belief in how much profit an should be making this was not consistently applied when updating price beliefs and in fact would have been very difficult to do so properly to work around this cost now functions as a floor on order prices where regardless of current price beliefs no order will be priced below cost 10 a completely arbitrary minimum profit margin']"
220,101,220_commit_into_release_merge,"['commit', 'into', 'release', 'merge', 'conventional', 'commits', 'repository', 'merges', 'maintainer', 'hence']","['merge commit into release', 'merge commit into release', 'merge commit into release']"
221,101,221_psf_art_black_python,"['psf', 'art', 'black', 'python', 'format', 'code', 'alpha', 'with', 'drawings', 'core']","['art format python code with psf black', 'art format python code with psf black', 'art format python code with psf black']"
222,100,222_dev_svgtopng_csproj_branch,"['dev', 'svgtopng', 'csproj', 'branch', 'lx', 'desktop', 'music', 'lyswhut', 'jgraph', 'drawio']","['merge branch dev', 'merge branch dev', 'merge branch dev']"
223,100,223_g0tmi1k_hyperdarts_0616_emily,"['g0tmi1k', 'hyperdarts', '0616', 'emily', 'juliangarnier', 'books', 'pull', 'request', 'pi', 'misc']","['merge pull request 1069 from g0tmi1k 2024 3 2024 3', 'merge pull request 972 from g0tmi1k bump 2024 1', 'merge pull request 204 from g0tmi1k fixes fixes']"
224,100,224_bytes_byte_bytebuffer_safepoints,"['bytes', 'byte', 'bytebuffer', 'safepoints', 'bytesstore', 'zing', 'heap', 'exchanging', 'byteable', 'supported']","['change byteable to wrap a bytesstore rather than bytes', 'fix a bug in write bytes to an elastic bytes', 'support giving the first byte of an object or an array 599 support giving the first byte of an object or an array adding safepoints not supported on zing adding safepoints not supported on zing adding safepoints not supported on zing adding safepoints not supported on zing adding safepoints supported on zing adding safepoints supported on zing adding safepoints supported on zing adding safepoints supported on zing array header size might be different for element alignment']"
225,99,225_ban_whitelist_bans_banned,"['ban', 'whitelist', 'bans', 'banned', 'fcl', 'reason', 'unbans', 'db', 'blacklist', 'censor']","['add set ban reason', 'only ban on login', 'don t ban on first db load also ban new']"
226,99,226_delete_files_file_removed,"['delete', 'files', 'file', 'removed', 'unused', 'deleted', 'remove', 'deletedirwithfiles', 'deletedirwithfilesorthrow', 'useless']","['delete file', 'delete unused file', 'delete files']"
227,99,227_markdown_imrpoved_markdownlint_lint,"['markdown', 'imrpoved', 'markdownlint', 'lint', 'linting', 'techniques', 'style', 'edits', 'md029', 'md036']","['markdown update', 'markdown update', 'markdown']"
228,99,228_moderation_anduin2017_work_master,"['moderation', 'anduin2017', 'work', 'master', 'ac', 'on', 'into', 'build', 'branch', 'new']","['work on moderation', 'work on moderation', 'work on moderation']"
229,98,229_ratings_skia_dockbase_csproj,"['ratings', 'skia', 'dockbase', 'csproj', 'dockablebase', 'svg', 'custom', 'dockable', 'factorybase', 'cs']","['update svg skia csproj', 'update svg skia csproj', 'update svg skia csproj']"
230,98,230_flask_server_sht31_cjkrolak,"['flask', 'server', 'sht31', 'cjkrolak', 'resolves', 'supervisor', 'dann3wman', 'protection', 'adding', 'marshmallow']","['update readme md updates to flask server help', 'merge pull request 42 from 1ucian codex update flask server configuration update flask server configs', 'merge pull request 1209 from cjkrolak copilot fix flask loading test again fix flask and sht31 flask server module registration in sys modules for python 3 13']"
231,97,231_ready_theme_jekyll_cayman,"['ready', 'theme', 'jekyll', 'cayman', '13', '14', '15', 'set', 'minimal', 'tactile']","['ready for 7 9 5', 'ready for 7 9 4', 'ready for 7 8 8']"
232,97,232_gitorigin_revid_pathway_dudycz,"['gitorigin', 'revid', 'pathway', 'dudycz', 'szymon', 'szymond', 'release', 'website', 'olivier', '21']","['pathway 0 8 1 release gitorigin revid', 'pathway 0 7 8 release gitorigin revid', 'pathway 0 8 6 release gitorigin revid']"
233,97,233_loading_load_optimize_dataload,"['loading', 'load', 'optimize', 'dataload', 'loader', 'data', 'row', 'ravi', 'nikil', 'skeletons']","['refactor loading code', 'optimize loading', 'optimize loading']"
234,96,234_blog_category_categories_post,"['blog', 'category', 'categories', 'post', 'newstates', 'products', 'posts', 'wp', 'getproductsbycategoryid', 'multishop']","['add new category', 'add blog image', 'add blog']"
235,96,235_java11_teamcity_automatic_feature,"['java11', 'teamcity', 'automatic', 'feature', 'into', 'master', 'merge', 'from', '', '']","['teamcity automatic merge from master into feature java11', 'teamcity automatic merge from master into feature java11', 'teamcity automatic merge from master into feature java11']"
236,96,236_video_videos_work_on,"['video', 'videos', 'work', 'on', 'audio', 'media', 'transcoding', 'serviceworker', 'video2', 'unavalible']","['work on video', 'work on video', 'work on video']"
237,95,237_ignore_expr_num_14,"['ignore', 'expr', 'num', '14', 'switch', 'draccus', '12', '13', '15', '11']","['switch expr num', 'switch expr num', 'switch expr num']"
238,95,238_marketing_work_eb_brand,"['marketing', 'work', 'eb', 'brand', 'analytics', 'on', 'campaigns', 'marketgin', 'campaign', 'etw']","['work on marketing', 'work on marketing', 'work on marketing']"
239,95,239_conflict_mergeor_merged_valuable,"['conflict', 'mergeor', 'merged', 'valuable', 'resolved', 'params', 'plausible', 'domestic', 'conflicts', 'messed']","['fix merge conflict', 'fix merge conflict', 'fix merge conflict']"
240,95,240_changes_small_minor_made,"['changes', 'small', 'minor', 'made', 'tweak', 'tweaks', 'resizin', 'tiny', 'adjustments', 'modifs']","['small changes', 'small changes', 'small changes']"
241,95,241_ssti_fuzz_ssn_sso,"['ssti', 'fuzz', 'ssn', 'sso', 'passport', 'lists', 'erb', 'lodash', 'login', 'shim']","['update ssti fuzz', 'update ssti fuzz', 'update ssti fuzz']"
242,94,242_deprecated_deprecation_deprecate_methods,"['deprecated', 'deprecation', 'deprecate', 'methods', 'classes', 'removal', 'marked', 'remove', 'removeclass', 'deprecations']","['remove deprecated code', 'remove deprecated code', 'remove deprecated use']"
243,94,243_tmux_alacritty_conf_colorscheme,"['tmux', 'alacritty', 'conf', 'colorscheme', 'vim', 'statusbar', 'prompt', 'segments', 'solarized', 'tmuxline']","['update tmux settings', 'add tmux configuration', 'tmux changes']"
244,94,244_yusukepkl_corrigir_para_refatorar,"['yusukepkl', 'corrigir', 'para', 'refatorar', 'adicionar', 'atualizar', 'de', 'atualiza', 'projeto', 'digo']","['merge pull request 65 from yusukepkl codex refatorar estrutura e corrigir erros no reposit rio corrigir importa es de pacotes e executar script', 'merge pull request 58 from yusukepkl codex refatorar e atualizar estrutura do projeto i a sarah adicionar interface fastapi', 'merge pull request 42 from yusukepkl codex corrigir erros no c digo fix requirements for tests']"
245,94,245_theme_themes_iterm_dark,"['theme', 'themes', 'iterm', 'dark', 'thememanager', 'immersive', 'spacemacs', 'dwm', 'kopavogur', 'fleet']","['fix for theme', 'update theme', 'update theme']"
246,93,246_enrichers_enrichment_enricher_onnx,"['enrichers', 'enrichment', 'enricher', 'onnx', 'photo', 're', 'applied', 'pipeline', 'previewenricher', 'adult']","['feat implement reenrichmentservice for selective photo re enrichment implemented stage 2 of the re enrichment infrastructure created reenrichmentservice with methods for selective enricher re runs reenrichphotoasync re run specific enrichers for a single photo reenrichphotosasync batch re enrichment with specific enrichers reenrichmissingasync re run only missing enrichers based on active config reenrichmissingbatchasync batch processing of missing enrichers service features automatic dependency resolution via enricherdiffcalculator support for data provider enrichers preview analyze that always re run comprehensive error handling with logging integration with existing repository and enrichmentpipeline registered services in di container added enricherdiffcalculator as scoped service added ireenrichmentservice reenrichmentservice as scoped service enrichmentpipeline already supports optional enricher filtering via runasync photo source enrichers ct overload no modifications needed added comprehensive test coverage 14 unit tests covering all service methods and edge cases 7 integration tests validating full workflow with real dependencies created testasyncenumerable helper for mocking async iqueryable files changed backend photobank services enrichment ireenrichmentservice cs new backend photobank services enrichment reenrichmentservice cs new backend photobank dependencyinjection addphotobankcoreextensions cs modified backend photobank unittests enrichment reenrichmentservicetests cs new backend photobank unittests helpers testasyncenumerable cs new backend photobank integrationtests reenrichmentintegrationtests cs new generated with claude code co authored by claude noreply com', 'fix clear existing enrichment data before re running enrichers the re enrichment service was running enrichers on photos without first clearing existing enrichment data most enrichers append to collections captions phototags faces etc rather than replacing them causing duplicate entries to accumulate on every re run instead of refreshing the data root cause reenrichphotoasync and reenrichmissingasync load photos with existing enrichment collections populated enrichers like captionenricher create new caption entities and add them to the photo captions collection without clearing first old captions remain and new ones are added each re run multiplies the data instead of replacing it solution added clearenrichmentdata method that 1 instantiates each enricher to determine its enrichertype flags 2 clears relevant collections based on flags caption captions tag phototags face faces etc 3 clears the corresponding flags from photo enrichedwithenrichertype 4 the pipeline will repopulate collections and set flags after enrichment called before pipeline execution in both reenrichphotoasync and reenrichmissingasync only clears data for enrichers actually being run precise clearing changes added iserviceprovider to reenrichmentservice constructor needed to instantiate enrichers added clearenrichmentdata method with detailed logging call clearenrichmentdata before pipeline runs in both methods updated unit tests to mock iserviceprovider and return test enrichers integration tests work automatically via real di container this ensures re enrichment truly refreshes data instead of accumulating duplicates fixing the primary use case of the re enrichment api generated with claude code co authored by claude noreply com', 'fix prevent clearing already applied dependencies in missing re enrichment reenrichmissingasync was clearing and re running already applied enrichers that were included as dependencies for topological sorting this caused data loss when a missing enricher depended on an already present enricher example scenario photo has metadata enricher already applied height width etc populated photo is missing unifiedfaceenricher which depends on metadata expandwithdependencies returns metadata unifiedfaceenricher for ordering bug clearenrichmentdata cleared metadata fields even though it wasn t missing bug pipeline re ran metadata enricher unnecessarily fix filter expanded enrichers to only include those that are actually missing check photo enrichedwithenrichertype flags to identify already applied enrichers only clear and run enrichers that don t have their flags set skip already applied dependencies with debug logging this preserves existing enrichment data and user edits while only running enrichers that are actually missing dependencies that are already present remain untouched and their data is available for dependent enrichers to use added test to verify that when a photo has a dependency already applied only the missing enricher runs not its already applied dependency']"
247,93,247_adrianwedd_workflow_insights_pages,"['adrianwedd', 'workflow', 'insights', 'pages', 'rss', 'codex', 'architecture', 'jorgesanabria', 'deploy', 'tasks']","['merge pull request 34 from adrianwedd codex debug and fix github actions workflow errors fix build insights tests after api refactor', 'merge pull request 69 from adrianwedd codex review scripts and add comments improve script documentation', 'merge pull request 67 from adrianwedd codex add build scripts documentation update script docs']"
248,93,248_synced_master_with_sync,"['synced', 'master', 'with', 'sync', 'info', '', '', '', '', '']","['synced with master', 'synced with master', 'synced with master']"
249,93,249_utf_encoding_unicode_characters,"['utf', 'encoding', 'unicode', 'characters', 'opening', 'utf8', 'encodings', 'ascii', 'files', 'rs']","['utf 8 fix', 'specify utf 8 encoding for tex files', 'file encoding utf 16']"
250,93,250_video_3b1b_work_camera,"['video', '3b1b', 'work', 'camera', 'videos', '3d', 'miscellaneous', 'scene', 'tweaks', 'bug']","['merge pull request 2094 from 3b1b video work video work', 'merge pull request 1697 from 3b1b video work video work', 'merge pull request 1688 from 3b1b video work video work']"
251,92,251_tmpl_dot_bash_profile,"['tmpl', 'dot', 'bash', 'profile', 'zlogin', 'bashrc', 'login', 'shell', 'zlogout', 'common']","['update dot bash profile tmpl', 'update dot bash profile tmpl', 'update dot bash profile tmpl']"
252,92,252_thermostat_honeywell_resolves_zone,"['thermostat', 'honeywell', 'resolves', 'zone', 'sht31', 'adding', 'thermostatsupervisor', 'thermostats', '3m50', 'wifi']","['resolves 131 cleaned up zone constructors for honeywell mmm and sht31', 'resolves 502 adding thermostat type and zone to print statements', 'merge pull request 17 from cjkrolak honeywell refactoring additional refactoring to support multiple thermostat types']"
253,92,253_regenerate_i18n_slang_readmes,"['regenerate', 'i18n', 'slang', 'readmes', 'v4', 'meslo', 'again', 'missing', 'use', '']","['i18n regenerate', 'i18n regenerate', 'i18n regenerate']"
