text,date,time,group,neg,neu,pos,compound,sentiment_cat
"Rebuild graft list after every install
The queue-graft script works well once we have enough money to install almost anything.

However, during bootstrapping a new Bitnode, it's likely we will have to initially settle for at least one or two lower-cost and lower-improvement augments before we can purchase the really high value augments.

But installing an augment takes long enough that we might earn enough money while installing it to buy a better one than we could have before we started (almost certainly in fact).

So before installing a new augmentation we should rebuild the list from the beginning, and choose the highest value one we can afford right now, rather than relying on a list built at the start of the script.

Also, we should devalue good augments that have a lot of pre-requisites before we have the violet congruity implant, because more pre-reqs means less improvement overall because the entropy virus will grow.

Finally, we should always prioritize installing the violet contgruity implant if we don't have it, no matter what type of augments we are interested in.",2025-08-24 12:48:45+00:00,2025-08-24 12:48:45+00:00,after,0.006,0.872,0.122,0.9714,positive
"Anonymous login
At the moment in the mobile/app/src/main/java/piotr_gorczynski/soccer2/UniversalLoginActivity.java we have 4 methods:
email
google
facebook

I have heard that firebase allows anonymous login. 

so providing that such method exists so i want to add 4th method - anonymous.

0. modify or add another step in gcp\cloud-build\deploy_firebase_with_auth.yaml to enable anonymous login
1. before creating anonmpus user it should provide a warning that ""The  anonymous user allows access to certain functions, but in case of (and here list the relevant cases like phone reinstalation, new phone, lost phone, or logoff which lead to loosing link to anonymous account on firebase) the link to anonymous user is lost and it is not possible to login to the same anonymopius account. do you want to proceed?""

Thgis message should be stored in strings and translated to all supported languages.
2. This shoudl creat new entry in authentication and methos anonoymous or relevant one and corresponding user in users collection with login method ""anonymous""
3. It should follow the same flow as other logins - ask user for Terms, COnsent, nickname
4. The function firebase\functions\delete-unverified-users should skip deletion of anonymous users",2025-08-25 15:35:36+00:00,2025-08-25 15:35:36+00:00,after,0.038,0.889,0.073,0.5912,positive
"Fix error in gcp/cloud-build/test_firebase_auth.yaml
see log below, propose the fix or what should i check


<html>
<body>
<!--StartFragment-->
starting build ""63286bcc-3a28-47a1-a127-a7b5ca3374dd""
--
  |  
  | FETCHSOURCE
  | hint: Using 'master' as the name for the initial branch. This default branch name
  | hint: is subject to change. To configure the initial branch name to use in all
  | hint: of your new repositories, which will suppress this warning, call:
  | hint:
  | hint: 	git config --global init.defaultBranch <name>
  | hint:
  | hint: Names commonly chosen instead of 'master' are 'main', 'trunk' and
  | hint: 'development'. The just-created branch can be renamed via this command:
  | hint:
  | hint: 	git branch -m <name>
  | Initialized empty Git repository in /workspace/.git/
  | From https://github.com/piotr-gorczynski/Soccer
  | * branch            13e6cefad7ea2311f99308d0fc961abe389d0248 -> FETCH_HEAD
  | HEAD is now at 13e6cef Merge pull request #363 from piotr-gorczynski/copilot/fix-362
  | GitCommit:
  | 13e6cefad7ea2311f99308d0fc961abe389d0248
  | BUILD
  | Starting Step #0
  | Pulling image: gcr.io/google.com/cloudsdktool/cloud-sdk:slim
  | slim: Pulling from google.com/cloudsdktool/cloud-sdk
  | 0873b8cf69e3: Pulling fs layer
  | e11c22167eb1: Pulling fs layer
  | 468626e0af8b: Pulling fs layer
  | d606218ce42f: Pulling fs layer
  | d606218ce42f: Waiting
  | e11c22167eb1: Verifying Checksum
  | e11c22167eb1: Download complete
  | d606218ce42f: Verifying Checksum
  | d606218ce42f: Download complete
  | 0873b8cf69e3: Verifying Checksum
  | 0873b8cf69e3: Download complete
  | 0873b8cf69e3: Pull complete
  | e11c22167eb1: Pull complete
  | 468626e0af8b: Verifying Checksum
  | 468626e0af8b: Download complete
  | 468626e0af8b: Pull complete
  | d606218ce42f: Pull complete
  | Digest: sha256:1c80be6c832b0b77d83578054a512cfaf9ce5b27bcba5745dad9194b4570d012
  | Status: Downloaded newer image for gcr.io/google.com/cloudsdktool/cloud-sdk:slim
  | gcr.io/google.com/cloudsdktool/cloud-sdk:slim
  | 🔍 Checking if project starting with soccer-dev exists...
  | ✅ Using project: soccer-dev-1744877837
  | Finished Step #0
  | Starting Step #1
  | Already have image (with digest): gcr.io/google.com/cloudsdktool/cloud-sdk:slim
  | 🔢 Retrieving project number for soccer-dev-1744877837...
  | ✅ Project number retrieved: 491861032786
  | Finished Step #1
  | Starting Step #2
  | Already have image (with digest): gcr.io/google.com/cloudsdktool/cloud-sdk:slim
  | ++ cat /workspace/soccer_project_id.txt
  | + firebase_project_id=soccer-dev-1744877837
  | + echo '🌐 Retrieving Firebase Web API Key from project soccer-dev-1744877837 using impersonation...'
  | 🌐 Retrieving Firebase Web API Key from project soccer-dev-1744877837 using impersonation...
  | ++ head -n 1
  | ++ gcloud services api-keys list '--format=value(name)' --project=soccer-dev-1744877837 --impersonate-service-account=firebase-adminsdk-fbsvc@soccer-dev-1744877837.iam.gserviceaccount.com
  | WARNING: This command is using service account impersonation. All API calls will be executed as [firebase-adminsdk-fbsvc@soccer-dev-1744877837.iam.gserviceaccount.com].
  | WARNING: This command is using service account impersonation. All API calls will be executed as [firebase-adminsdk-fbsvc@soccer-dev-1744877837.iam.gserviceaccount.com].
  | 🔑 Found API Key resource name: projects/491861032786/locations/global/keys/7e04afbd-9ff7-4962-b6fa-82b2843b729e
  | + api_key_name=projects/491861032786/locations/global/keys/7e04afbd-9ff7-4962-b6fa-82b2843b729e
  | + '[' -z projects/491861032786/locations/global/keys/7e04afbd-9ff7-4962-b6fa-82b2843b729e ']'
  | + echo '🔑 Found API Key resource name: projects/491861032786/locations/global/keys/7e04afbd-9ff7-4962-b6fa-82b2843b729e'
  | ++ gcloud services api-keys get-key-string projects/491861032786/locations/global/keys/7e04afbd-9ff7-4962-b6fa-82b2843b729e --impersonate-service-account=firebase-adminsdk-fbsvc@soccer-dev-1744877837.iam.gserviceaccount.com '--format=value(keyString)'
  | WARNING: This command is using service account impersonation. All API calls will be executed as [firebase-adminsdk-fbsvc@soccer-dev-1744877837.iam.gserviceaccount.com].
  | WARNING: This command is using service account impersonation. All API calls will be executed as [firebase-adminsdk-fbsvc@soccer-dev-1744877837.iam.gserviceaccount.com].
  | + firebase_api_key=[REDACTED]
  | + '[' -z [REDACTED] ']'
  | + echo [REDACTED]
  | ✅ Firebase API Key string retrieved successfully!
  | + echo '✅ Firebase API Key string retrieved successfully!'
  | Finished Step #2
  | Starting Step #3
  | Already have image (with digest): gcr.io/google.com/cloudsdktool/cloud-sdk:slim
  | ++ cat /workspace/soccer_project_id.txt
  | 🔑 Generating OAuth 2.0 access token for Firebase Admin SDK service account...
  | + firebase_project_id=soccer-dev-1744877837
  | + echo '🔑 Generating OAuth 2.0 access token for Firebase Admin SDK service account...'
  | + gcloud auth print-access-token --impersonate-service-account=firebase-adminsdk-fbsvc@soccer-dev-1744877837.iam.gserviceaccount.com
  | WARNING: This command is using service account impersonation. All API calls will be executed as [firebase-adminsdk-fbsvc@soccer-dev-1744877837.iam.gserviceaccount.com].
  | + echo '✅ Obtained Firebase Admin SDK access token.'
  | ✅ Obtained Firebase Admin SDK access token.
  | Finished Step #3
  | Starting Step #4
  | Already have image (with digest): gcr.io/google.com/cloudsdktool/cloud-sdk:slim
  | + apt-get update
  | Hit:1 http://deb.debian.org/debian bookworm InRelease
  | Get:2 http://deb.debian.org/debian bookworm-updates InRelease [55.4 kB]
  | Get:3 http://deb.debian.org/debian-security bookworm-security InRelease [48.0 kB]
  | Hit:4 https://packages.cloud.google.com/apt cloud-sdk-bookworm InRelease
  | Get:5 http://deb.debian.org/debian-security bookworm-security/main amd64 Packages [277 kB]
  | Fetched 380 kB in 1s (724 kB/s)
  | Reading package lists...
  | + apt-get install -y jq
  | Reading package lists...
  | Building dependency tree...
  | Reading state information...
  | The following additional packages will be installed:
  | libjq1 libonig5
  | The following NEW packages will be installed:
  | jq libjq1 libonig5
  | 0 upgraded, 3 newly installed, 0 to remove and 0 not upgraded.
  | Need to get 388 kB of archives.
  | After this operation, 1165 kB of additional disk space will be used.
  | Get:1 http://deb.debian.org/debian bookworm/main amd64 libonig5 amd64 6.9.8-1 [188 kB]
  | Get:2 http://deb.debian.org/debian bookworm/main amd64 libjq1 amd64 1.6-2.1 [135 kB]
  | Get:3 http://deb.debian.org/debian bookworm/main amd64 jq amd64 1.6-2.1 [64.9 kB]
  | debconf: delaying package configuration, since apt-utils is not installed
  | Fetched 388 kB in 0s (6059 kB/s)
  | Selecting previously unselected package libonig5:amd64.
  | (Reading database ... (Reading database ... 5%(Reading database ... 10%(Reading database ... 15%(Reading database ... 20%(Reading database ... 25%(Reading database ... 30%(Reading database ... 35%(Reading database ... 40%(Reading database ... 45%(Reading database ... 50%(Reading database ... 55%(Reading database ... 60%(Reading database ... 65%(Reading database ... 70%(Reading database ... 75%(Reading database ... 80%(Reading database ... 85%(Reading database ... 90%(Reading database ... 95%(Reading database ... 100%(Reading database ... 71257 files and directories currently installed.)
  | Preparing to unpack .../libonig5_6.9.8-1_amd64.deb ...
  | Unpacking libonig5:amd64 (6.9.8-1) ...
  | Selecting previously unselected package libjq1:amd64.
  | Preparing to unpack .../libjq1_1.6-2.1_amd64.deb ...
  | Unpacking libjq1:amd64 (1.6-2.1) ...
  | Selecting previously unselected package jq.
  | Preparing to unpack .../archives/jq_1.6-2.1_amd64.deb ...
  | Unpacking jq (1.6-2.1) ...
  | Setting up libonig5:amd64 (6.9.8-1) ...
  | Setting up libjq1:amd64 (1.6-2.1) ...
  | Setting up jq (1.6-2.1) ...
  | Processing triggers for libc-bin (2.36-9+deb12u10) ...
  | ++ cat /workspace/firebase_api_key.txt
  | + firebase_api_key=[REDACTED]
  | ++ cat /workspace/token.txt
  | + access_token=[REDACTED TOKEN]
  | + echo '🔍 Checking if Firebase test user already exists...'
  | 🔍 Checking if Firebase test user already exists...
  | ++ curl -s -X POST https://identitytoolkit.googleapis.com/v1/accounts:lookup -H 'Content-Type: application/json' -H 'Authorization: Bearer [REDACTED TOKEN]' -d '{""email"": [""test@test.test""]}'
  | ++ jq -r '.users[0].localId'
  | + existing_uid=null
  | + '[' -n null ']'
  | + '[' null '!=' null ']'
  | + echo '📩 Creating Firebase test user...'
  | 📩 Creating Firebase test user...
  | ++ curl -s -o response.json -w '%{http_code}' -X POST 'https://identitytoolkit.googleapis.com/v1/accounts:signUp?key=[REDACTED]' -H 'Content-Type: application/json' -H 'Authorization: Bearer [REDACTED TOKEN]' -d '{
  | ""email"": ""test@test.test"",
  | ""password"": ""TestPassword123!@"",
  | ""returnSecureToken"": true
  | }'
  | + response=403
  | + [[ 403 -ne 200 ]]
  | ❌ Failed to create Firebase user. Response:
  | + echo '❌ Failed to create Firebase user. Response:'
  | + cat response.json
  | {
  | ""error"": {
  | ""code"": 403,
  | ""message"": ""Requests to this API identitytoolkit method google.cloud.identitytoolkit.v1.AuthenticationService.SignUp are blocked."",
  | ""errors"": [
  | {
  | ""message"": ""Requests to this API identitytoolkit method google.cloud.identitytoolkit.v1.AuthenticationService.SignUp are blocked."",
  | ""domain"": ""global"",
  | ""reason"": ""forbidden""
  | }
  | ],
  | ""status"": ""PERMISSION_DENIED"",
  | ""details"": [
  | {
  | ""@type"": ""type.googleapis.com/google.rpc.ErrorInfo"",
  | ""reason"": ""API_KEY_SERVICE_BLOCKED"",
  | ""domain"": ""googleapis.com"",
  | ""metadata"": {
  | ""service"": ""identitytoolkit.googleapis.com"",
  | ""consumer"": ""projects/491861032786"",
  | ""apiName"": ""identitytoolkit"",
  | ""methodName"": ""google.cloud.identitytoolkit.v1.AuthenticationService.SignUp""
  | }
  | },
  | {
  | ""@type"": ""type.googleapis.com/google.rpc.LocalizedMessage"",
  | ""locale"": ""en-US"",
  | ""message"": ""Requests to this API identitytoolkit method google.cloud.identitytoolkit.v1.AuthenticationService.SignUp are blocked.""
  | }
  | ]
  | }
  | }
  | + exit 1
  | Finished Step #4
  | ERROR
  | ERROR: build step 4 ""gcr.io/google.com/cloudsdktool/cloud-sdk:slim"" failed: step exited with non-zero status: 1

<!--EndFragment-->
</body>
</html>",2025-08-25 17:12:12+00:00,2025-08-25 17:12:12+00:00,after,0.043,0.941,0.016,-0.9879,negative
"Fix error
see log below, it throws ""Failed to create Firebase user"".
 propose the fix or what should i check


<html>
<body>
<!--StartFragment-->
starting build ""63286bcc-3a28-47a1-a127-a7b5ca3374dd""
--
  |  
  | FETCHSOURCE
  | hint: Using 'master' as the name for the initial branch. This default branch name
  | hint: is subject to change. To configure the initial branch name to use in all
  | hint: of your new repositories, which will suppress this warning, call:
  | hint:
  | hint: 	git config --global init.defaultBranch <name>
  | hint:
  | hint: Names commonly chosen instead of 'master' are 'main', 'trunk' and
  | hint: 'development'. The just-created branch can be renamed via this command:
  | hint:
  | hint: 	git branch -m <name>
  | Initialized empty Git repository in /workspace/.git/
  | From https://github.com/piotr-gorczynski/Soccer
  | * branch            13e6cefad7ea2311f99308d0fc961abe389d0248 -> FETCH_HEAD
  | HEAD is now at 13e6cef Merge pull request #363 from piotr-gorczynski/copilot/fix-362
  | GitCommit:
  | 13e6cefad7ea2311f99308d0fc961abe389d0248
  | BUILD
  | Starting Step #0
  | Pulling image: gcr.io/google.com/cloudsdktool/cloud-sdk:slim
  | slim: Pulling from google.com/cloudsdktool/cloud-sdk
  | 0873b8cf69e3: Pulling fs layer
  | e11c22167eb1: Pulling fs layer
  | 468626e0af8b: Pulling fs layer
  | d606218ce42f: Pulling fs layer
  | d606218ce42f: Waiting
  | e11c22167eb1: Verifying Checksum
  | e11c22167eb1: Download complete
  | d606218ce42f: Verifying Checksum
  | d606218ce42f: Download complete
  | 0873b8cf69e3: Verifying Checksum
  | 0873b8cf69e3: Download complete
  | 0873b8cf69e3: Pull complete
  | e11c22167eb1: Pull complete
  | 468626e0af8b: Verifying Checksum
  | 468626e0af8b: Download complete
  | 468626e0af8b: Pull complete
  | d606218ce42f: Pull complete
  | Digest: sha256:1c80be6c832b0b77d83578054a512cfaf9ce5b27bcba5745dad9194b4570d012
  | Status: Downloaded newer image for gcr.io/google.com/cloudsdktool/cloud-sdk:slim
  | gcr.io/google.com/cloudsdktool/cloud-sdk:slim
  | 🔍 Checking if project starting with soccer-dev exists...
  | ✅ Using project: soccer-dev-1744877837
  | Finished Step #0
  | Starting Step #1
  | Already have image (with digest): gcr.io/google.com/cloudsdktool/cloud-sdk:slim
  | 🔢 Retrieving project number for soccer-dev-1744877837...
  | ✅ Project number retrieved: 491861032786
  | Finished Step #1
  | Starting Step #2
  | Already have image (with digest): gcr.io/google.com/cloudsdktool/cloud-sdk:slim
  | ++ cat /workspace/soccer_project_id.txt
  | + firebase_project_id=soccer-dev-1744877837
  | + echo '🌐 Retrieving Firebase Web API Key from project soccer-dev-1744877837 using impersonation...'
  | 🌐 Retrieving Firebase Web API Key from project soccer-dev-1744877837 using impersonation...
  | ++ head -n 1
  | ++ gcloud services api-keys list '--format=value(name)' --project=soccer-dev-1744877837 --impersonate-service-account=firebase-adminsdk-fbsvc@soccer-dev-1744877837.iam.gserviceaccount.com
  | WARNING: This command is using service account impersonation. All API calls will be executed as [firebase-adminsdk-fbsvc@soccer-dev-1744877837.iam.gserviceaccount.com].
  | WARNING: This command is using service account impersonation. All API calls will be executed as [firebase-adminsdk-fbsvc@soccer-dev-1744877837.iam.gserviceaccount.com].
  | 🔑 Found API Key resource name: projects/491861032786/locations/global/keys/7e04afbd-9ff7-4962-b6fa-82b2843b729e
  | + api_key_name=projects/491861032786/locations/global/keys/7e04afbd-9ff7-4962-b6fa-82b2843b729e
  | + '[' -z projects/491861032786/locations/global/keys/7e04afbd-9ff7-4962-b6fa-82b2843b729e ']'
  | + echo '🔑 Found API Key resource name: projects/491861032786/locations/global/keys/7e04afbd-9ff7-4962-b6fa-82b2843b729e'
  | ++ gcloud services api-keys get-key-string projects/491861032786/locations/global/keys/7e04afbd-9ff7-4962-b6fa-82b2843b729e --impersonate-service-account=firebase-adminsdk-fbsvc@soccer-dev-1744877837.iam.gserviceaccount.com '--format=value(keyString)'
  | WARNING: This command is using service account impersonation. All API calls will be executed as [firebase-adminsdk-fbsvc@soccer-dev-1744877837.iam.gserviceaccount.com].
  | WARNING: This command is using service account impersonation. All API calls will be executed as [firebase-adminsdk-fbsvc@soccer-dev-1744877837.iam.gserviceaccount.com].
  | + firebase_api_key=[REDACTED]
  | + '[' -z [REDACTED] ']'
  | + echo [REDACTED]
  | ✅ Firebase API Key string retrieved successfully!
  | + echo '✅ Firebase API Key string retrieved successfully!'
  | Finished Step #2
  | Starting Step #3
  | Already have image (with digest): gcr.io/google.com/cloudsdktool/cloud-sdk:slim
  | ++ cat /workspace/soccer_project_id.txt
  | 🔑 Generating OAuth 2.0 access token for Firebase Admin SDK service account...
  | + firebase_project_id=soccer-dev-1744877837
  | + echo '🔑 Generating OAuth 2.0 access token for Firebase Admin SDK service account...'
  | + gcloud auth print-access-token --impersonate-service-account=firebase-adminsdk-fbsvc@soccer-dev-1744877837.iam.gserviceaccount.com
  | WARNING: This command is using service account impersonation. All API calls will be executed as [firebase-adminsdk-fbsvc@soccer-dev-1744877837.iam.gserviceaccount.com].
  | + echo '✅ Obtained Firebase Admin SDK access token.'
  | ✅ Obtained Firebase Admin SDK access token.
  | Finished Step #3
  | Starting Step #4
  | Already have image (with digest): gcr.io/google.com/cloudsdktool/cloud-sdk:slim
  | + apt-get update
  | Hit:1 http://deb.debian.org/debian bookworm InRelease
  | Get:2 http://deb.debian.org/debian bookworm-updates InRelease [55.4 kB]
  | Get:3 http://deb.debian.org/debian-security bookworm-security InRelease [48.0 kB]
  | Hit:4 https://packages.cloud.google.com/apt cloud-sdk-bookworm InRelease
  | Get:5 http://deb.debian.org/debian-security bookworm-security/main amd64 Packages [277 kB]
  | Fetched 380 kB in 1s (724 kB/s)
  | Reading package lists...
  | + apt-get install -y jq
  | Reading package lists...
  | Building dependency tree...
  | Reading state information...
  | The following additional packages will be installed:
  | libjq1 libonig5
  | The following NEW packages will be installed:
  | jq libjq1 libonig5
  | 0 upgraded, 3 newly installed, 0 to remove and 0 not upgraded.
  | Need to get 388 kB of archives.
  | After this operation, 1165 kB of additional disk space will be used.
  | Get:1 http://deb.debian.org/debian bookworm/main amd64 libonig5 amd64 6.9.8-1 [188 kB]
  | Get:2 http://deb.debian.org/debian bookworm/main amd64 libjq1 amd64 1.6-2.1 [135 kB]
  | Get:3 http://deb.debian.org/debian bookworm/main amd64 jq amd64 1.6-2.1 [64.9 kB]
  | debconf: delaying package configuration, since apt-utils is not installed
  | Fetched 388 kB in 0s (6059 kB/s)
  | Selecting previously unselected package libonig5:amd64.
  | (Reading database ... (Reading database ... 5%(Reading database ... 10%(Reading database ... 15%(Reading database ... 20%(Reading database ... 25%(Reading database ... 30%(Reading database ... 35%(Reading database ... 40%(Reading database ... 45%(Reading database ... 50%(Reading database ... 55%(Reading database ... 60%(Reading database ... 65%(Reading database ... 70%(Reading database ... 75%(Reading database ... 80%(Reading database ... 85%(Reading database ... 90%(Reading database ... 95%(Reading database ... 100%(Reading database ... 71257 files and directories currently installed.)
  | Preparing to unpack .../libonig5_6.9.8-1_amd64.deb ...
  | Unpacking libonig5:amd64 (6.9.8-1) ...
  | Selecting previously unselected package libjq1:amd64.
  | Preparing to unpack .../libjq1_1.6-2.1_amd64.deb ...
  | Unpacking libjq1:amd64 (1.6-2.1) ...
  | Selecting previously unselected package jq.
  | Preparing to unpack .../archives/jq_1.6-2.1_amd64.deb ...
  | Unpacking jq (1.6-2.1) ...
  | Setting up libonig5:amd64 (6.9.8-1) ...
  | Setting up libjq1:amd64 (1.6-2.1) ...
  | Setting up jq (1.6-2.1) ...
  | Processing triggers for libc-bin (2.36-9+deb12u10) ...
  | ++ cat /workspace/firebase_api_key.txt
  | + firebase_api_key=[REDACTED]
  | ++ cat /workspace/token.txt
  | + access_token=[REDACTED TOKEN]
  | + echo '🔍 Checking if Firebase test user already exists...'
  | 🔍 Checking if Firebase test user already exists...
  | ++ curl -s -X POST https://identitytoolkit.googleapis.com/v1/accounts:lookup -H 'Content-Type: application/json' -H 'Authorization: Bearer [REDACTED TOKEN]' -d '{""email"": [""test@test.test""]}'
  | ++ jq -r '.users[0].localId'
  | + existing_uid=null
  | + '[' -n null ']'
  | + '[' null '!=' null ']'
  | + echo '📩 Creating Firebase test user...'
  | 📩 Creating Firebase test user...
  | ++ curl -s -o response.json -w '%{http_code}' -X POST 'https://identitytoolkit.googleapis.com/v1/accounts:signUp?key=[REDACTED]' -H 'Content-Type: application/json' -H 'Authorization: Bearer [REDACTED TOKEN]' -d '{
  | ""email"": ""test@test.test"",
  | ""password"": ""TestPassword123!@"",
  | ""returnSecureToken"": true
  | }'
  | + response=403
  | + [[ 403 -ne 200 ]]
  | ❌ Failed to create Firebase user. Response:
  | + echo '❌ Failed to create Firebase user. Response:'
  | + cat response.json
  | {
  | ""error"": {
  | ""code"": 403,
  | ""message"": ""Requests to this API identitytoolkit method google.cloud.identitytoolkit.v1.AuthenticationService.SignUp are blocked."",
  | ""errors"": [
  | {
  | ""message"": ""Requests to this API identitytoolkit method google.cloud.identitytoolkit.v1.AuthenticationService.SignUp are blocked."",
  | ""domain"": ""global"",
  | ""reason"": ""forbidden""
  | }
  | ],
  | ""status"": ""PERMISSION_DENIED"",
  | ""details"": [
  | {
  | ""@type"": ""type.googleapis.com/google.rpc.ErrorInfo"",
  | ""reason"": ""API_KEY_SERVICE_BLOCKED"",
  | ""domain"": ""googleapis.com"",
  | ""metadata"": {
  | ""service"": ""identitytoolkit.googleapis.com"",
  | ""consumer"": ""projects/491861032786"",
  | ""apiName"": ""identitytoolkit"",
  | ""methodName"": ""google.cloud.identitytoolkit.v1.AuthenticationService.SignUp""
  | }
  | },
  | {
  | ""@type"": ""type.googleapis.com/google.rpc.LocalizedMessage"",
  | ""locale"": ""en-US"",
  | ""message"": ""Requests to this API identitytoolkit method google.cloud.identitytoolkit.v1.AuthenticationService.SignUp are blocked.""
  | }
  | ]
  | }
  | }
  | + exit 1
  | Finished Step #4
  | ERROR
  | ERROR: build step 4 ""gcr.io/google.com/cloudsdktool/cloud-sdk:slim"" failed: step exited with non-zero status: 1

<!--EndFragment-->
</body>
</html>",2025-08-25 17:29:16+00:00,2025-08-25 17:29:16+00:00,after,0.045,0.938,0.017,-0.989,negative
"Duplicate strings
Fix duplicate strings

Execution failed for task ':app:merge_devDebugResources'.
> C:\Users\Dom\StudioProjects\Soccer\mobile\app\src\main\res\values\strings.xml: Error: Found item String/proceed more than one time
  C:\Users\Dom\StudioProjects\Soccer\mobile\app\src\main\res\values-bn\strings.xml: Error: Found item String/proceed more than one time
  C:\Users\Dom\StudioProjects\Soccer\mobile\app\src\main\res\values-de\strings.xml: Error: Found item String/proceed more than one time
  C:\Users\Dom\StudioProjects\Soccer\mobile\app\src\main\res\values-es\strings.xml: Error: Found item String/proceed more than one time
  C:\Users\Dom\StudioProjects\Soccer\mobile\app\src\main\res\values-fr\strings.xml: Error: Found item String/proceed more than one time
  C:\Users\Dom\StudioProjects\Soccer\mobile\app\src\main\res\values-hi\strings.xml: Error: Found item String/proceed more than one time
  C:\Users\Dom\StudioProjects\Soccer\mobile\app\src\main\res\values-ne\strings.xml: Error: Found item String/proceed more than one time
  C:\Users\Dom\StudioProjects\Soccer\mobile\app\src\main\res\values-pl\strings.xml: Error: Found item String/proceed more than one time
  C:\Users\Dom\StudioProjects\Soccer\mobile\app\src\main\res\values-ur\strings.xml: Error: Found item String/proceed more than one time

* Try:
> Run with --stacktrace option to get the stack trace.
> Run with --info or --debug option to get more log output.
> Run with --scan to get full insights.
> Get more help at https://help.gradle.org.

Deprecated Gradle features were used in this build, making it incompatible with Gradle 9.0.

You can use '--warning-mode all' to show the individual deprecation warnings and determine if they come from your own scripts or plugins.

For more on this, please refer to https://docs.gradle.org/8.14.3/userguide/command_line_interface.html#sec:command_line_warnings in the Gradle documentation.
Ask Gemini",2025-08-25 17:43:00+00:00,2025-08-25 17:43:00+00:00,after,0.147,0.824,0.029,-0.9676,negative
"Logout warning for anonymous users
in mobile/app/src/main/java/piotr_gorczynski/soccer2/AccountActivity.java there is Logout button

For users who logged using  anonymous method there should be warning dialog shown with message like this:

Are you sure you want to log out? For anonymous methos this action cannot be reverted and even if you register again, you will not get access to the history of your matches and results

Thanslate this text to all supported langiuages

if users choose to proceed, then just log him off using  the normal flow.",2025-08-25 20:07:42+00:00,2025-08-25 20:07:42+00:00,after,0.053,0.855,0.092,0.3818,positive
"Change Toast to Dialog
in mobile/app/src/main/java/piotr_gorczynski/soccer2/MenuActivity.java there are buttons invite, pending  invites, tournaments and ranking, which for not logged user shows 

Toast.makeText(this, R.string.register_to_use_function, Toast.LENGTH_SHORT).show();

i want to change it to show dialog with such message:

In order to use this function you need to register yourself. You can register even anonymously. DO you want to proceed?""

Such meessage must be translated to all languages in strings that are supoorted now.

If user choose to proceed launch Universal Login Activity and finish / return from the code from which it was launched.",2025-08-25 20:56:43+00:00,2025-08-25 20:56:43+00:00,after,0.0,0.939,0.061,0.4019,positive
"DO not change lanugage to english after logout
AT the moment when user logs out, the interface rerurns to english language even if it was polish or german or spanish or wahtever. 

SO the reuest is that if the user logs out do not clean his lanugage preferences, the ui can stay with the same lanuage, it was.

SImilar to ads consent. If ads consent was given, it is linked to phone, so do not clean the data related to ads consent, it can stay as it was.",2025-08-25 21:00:04+00:00,2025-08-25 21:00:04+00:00,after,0.051,0.888,0.061,-0.0206,neutral
"Link anonymous account with credentials
There is a method that user can login using anonymous method.

I have heard that there is functionality in firebase to 'convert' anonymous acount to reular account identfied by e.g. email, google or facebook.

Thefore i want you to add on mobile/app/src/main/java/piotr_gorczynski/soccer2/AccountActivity.java a buttion which will say something like ""Link to registered account"" (of course we need to transle it in strings to all supported languages) and will use linkWithCredential(...) function from firebase.

It shoudl show something like mobile/app/src/main/java/piotr_gorczynski/soccer2/UniversalLoginActivity.java, but without ANonymous option wnd when this login woul d succed, the existing account should be converted to the one with email google or facebook credentails. 

Of course the former document in users/uid should be updated accordingly as with  email or google or facbook data as in normal flow.


My only concern is what will happen if user will already poses registered account with lets say uid=1 and then he will register anonaymous account with uid=2, and then he will try to link anonymous account uid=2 with registered account with uid=1. That would reuire smart merging of all the data. DO you have an idea how we could handle such scenario?",2025-08-26 16:18:07+00:00,2025-08-26 16:18:07+00:00,after,0.0,0.951,0.049,0.7814,positive
"Link anonymous account corrections
Few corrections:
1. on mobile/app/src/main/java/piotr_gorczynski/soccer2/LinkAccountActivity.java remove button for link to microsoft
2. add on mobile/app/src/main/java/piotr_gorczynski/soccer2/LinkAccountActivity.java  on buttons the same icons which are on the buttons on mobile/app/src/main/java/piotr_gorczynski/soccer2/UniversalLoginActivity.java
3. in case of such error ""2025-08-26 18:48:34.933 14780-14780 TAG_Soccer              piotr_gorczynski.soccer2             E  FirebaseAuthManager.linkWithOAuthProvider: google.com link failed
                                                                                                    com.google.firebase.auth.FirebaseAuthUserCollisionException: This credential is already associated with a different user account."" show to user the error message that ""This credential is already associated with a different user account."". translate it to all supported languages in strings.xml",2025-08-26 17:21:04+00:00,2025-08-26 17:21:04+00:00,after,0.097,0.878,0.026,-0.7506,negative
