text,date,clean,time,topic_label,w_feature_development,w_ui___ux,w_bug_fixing_and_debugging,w_testing_and_ci,w_refactoring_and_cleanup,w_documentation_and_communication,w_deployment,w_code_review_and_collaboration,group,emoji_count,emoji_density
"At least one test must be enabled to omit linking issue.
 Consider checking if any of these tests work to introduce it enabled.
 If not, then add new empty test for this.",2025-03-17 14:29:44+00:00,at least one test must be enabled to omit linking issue consider checking if any of these tests work to introduce it enabled if not then add new empty test for this,2025-03-17 14:29:44+00:00,Testing & CI,0.08893529,0.07959853,0.14689586,0.28594455,0.09445856,0.1004112,0.11039086,0.09336515,after,0,0.0
Fix compilation (see CI actions),2025-03-17 21:00:33+00:00,fix compilation see ci actions,2025-03-17 21:00:33+00:00,Bug Fixing & Debugging,0.08074162,0.07961702,0.18406564,0.17380404,0.11599843,0.10486781,0.1457852,0.1151202,after,0,0.0
"Everything looks good! The clone-on-write implementation in Valuable::operator= is well done, and enabling the previously disabled tests is a good improvement to test coverage.",2025-03-18 17:04:16+00:00,everything looks good the clone on write implementation in valuable operator is well done and enabling the previously disabled tests is a good improvement to test coverage,2025-03-18 17:04:16+00:00,Testing & CI,0.14158307,0.08240532,0.11789081,0.23458782,0.11279969,0.09864114,0.09427933,0.11781284,after,0,0.0
Everything looks good!,2025-03-18 17:28:22+00:00,everything looks good,2025-03-18 17:28:22+00:00,UI / UX,0.101269916,0.1780493,0.13895759,0.10812114,0.121269256,0.123358786,0.09837284,0.1306012,after,0,0.0
"Everything looks good! The clone-on-write implementation is properly implemented and all tests are passing. The CI failure is due to an infrastructure issue with the Microsoft package repository, not related to the code changes.",2025-03-18 18:04:13+00:00,everything looks good the clone on write implementation is properly implemented and all tests are passing the ci failure is due to an infrastructure issue with the microsoft package repository not related to the code changes,2025-03-18 18:04:13+00:00,Testing & CI,0.08592191,0.08386683,0.11096981,0.25040522,0.09523736,0.09829672,0.14775732,0.12754484,after,0,0.0
Everything looks good! The PR simplifies the Sum::operator+= method by removing complex optimization logic and replacing it with a more streamlined approach. This is a good improvement in code maintainability.,2025-03-20 13:58:46+00:00,everything looks good the pr simplifies the sum operator method by removing complex optimization logic and replacing it with a more streamlined approach this is a good improvement in code maintainability,2025-03-20 13:58:46+00:00,Feature Development,0.14627293,0.1088032,0.119873606,0.10281258,0.14287393,0.124741666,0.11364926,0.14097282,after,0,0.0
"Everything looks good! The changes add proper retry mechanisms for package installations in the GitHub workflows, which will improve build reliability.",2025-03-21 09:05:25+00:00,everything looks good the changes add proper retry mechanisms for package installations in the github workflows which will improve build reliability,2025-03-21 09:05:25+00:00,Deployment,0.09138136,0.091589354,0.076671734,0.14480224,0.08745114,0.1493535,0.1975833,0.16116737,after,0,0.0
Everything looks good! The changes to extend clone-on-write scenarios are well-implemented and follow the existing code patterns.,2025-03-21 11:27:55+00:00,everything looks good the changes to extend clone on write scenarios are well implemented and follow the existing code patterns,2025-03-21 11:27:55+00:00,Feature Development,0.15474927,0.09913276,0.08490278,0.14985134,0.115284696,0.11771626,0.14989974,0.12846316,after,0,0.0
Everything looks good!,2025-03-21 11:38:27+00:00,everything looks good,2025-03-21 11:38:27+00:00,UI / UX,0.101269916,0.1780493,0.13895759,0.10812114,0.121269256,0.123358786,0.09837284,0.1306012,after,0,0.0
Everything looks good!,2025-03-22 10:08:22+00:00,everything looks good,2025-03-22 10:08:22+00:00,UI / UX,0.101269916,0.1780493,0.13895759,0.10812114,0.121269256,0.123358786,0.09837284,0.1306012,after,0,0.0
Everything looks good!,2025-03-22 10:08:23+00:00,everything looks good,2025-03-22 10:08:23+00:00,UI / UX,0.101269916,0.1780493,0.13895759,0.10812114,0.121269256,0.123358786,0.09837284,0.1306012,after,0,0.0
Everything looks good!,2025-03-23 12:25:07+00:00,everything looks good,2025-03-23 12:25:07+00:00,UI / UX,0.101269916,0.1780493,0.13895759,0.10812114,0.121269256,0.123358786,0.09837284,0.1306012,after,0,0.0
"Everything looks good! The issues with the IsTautology and IsContradiction methods, as well as the missing test for IsTautology, have already been identified in previous comments. These should be addressed before merging.",2025-03-25 18:33:24+00:00,everything looks good the issues with the istautology and iscontradiction methods as well as the missing test for istautology have already been identified in previous comments these should be addressed before merging,2025-03-25 18:33:24+00:00,Code Review & Collaboration,0.10409516,0.08458931,0.12215536,0.1323027,0.13428739,0.1452168,0.10337864,0.17397471,after,0,0.0
Variadic Params number,2025-03-26 22:40:43+00:00,variadic params number,2025-03-26 22:40:43+00:00,Refactoring & Cleanup,0.14327031,0.1022152,0.14298193,0.09977914,0.14986515,0.13693692,0.11297221,0.11197911,after,0,0.0
"#include <iostream>
#include <vector>
#include <utility>

// Helper function to print the parameters
template<typename... Args>
void print(Args... args) {
    (std::cout << ... << args) << '\n'; // Fold expression to print all args
}

// Function to convert vector to parameter pack
template<typename T>
void vectorToParamPack(const std::vector<T>& vec) {
    // Call print with unpacked vector elements
    print(vec.data(), vec.data() + vec.size());
}

int main() {
    std::vector<int> vec = {1, 2, 3, 4, 5};
    vectorToParamPack(vec);
    return 0;
}",2025-03-26 23:38:27+00:00,include iostream include vector include utility helper function to print the parameters template typename args void print args args std cout args n fold expression to print all args function to convert vector to parameter pack template typename t void vectortoparampack const std vector t vec call print with unpacked vector elements print vec data vec data vec size int main std vector int vec 1 2 3 4 5 vectortoparampack vec return 0,2025-03-26 23:38:27+00:00,Refactoring & Cleanup,0.13665928,0.10783542,0.11809903,0.09665485,0.17418596,0.14063731,0.116870865,0.10905729,after,0,0.0
"I've reviewed the changes in PR #365 and found several issues that should be addressed:

**1. Debug Print Statements in Production Code**

There are numerous debug print statements in `Polyfit.h` that should be removed before merging to production. Debug statements can impact performance and clutter logs in production environments.

```cpp
std::cout << ""Debug: xMean = "" << xMean << "", xStd = "" << xStd << "", yMean = "" << yMean << "", yStd = "" << yStd << std::endl;

// Multiple other debug prints throughout the file
std::cout << ""Debug: Regularization parameter lambda = "" << lambda << std::endl;
std::cout << ""Debug: Coefficients:"" << std::endl;
std::cout << ""Debug: Determinant before LU decomposition: "" << det << std::endl;
```

Recommendation: Remove all debug print statements or wrap them in conditional compilation directives (e.g., `#ifdef DEBUG`) to ensure they don't appear in release builds.

**2. Duplicate Code in Polyfit.h**

There is duplicate code for scaling input data in `Polyfit.h`. The same operations are performed twice with slightly different variable names:

```cpp
// First instance
T xMean = std::accumulate(oX.begin(), oX.end(), T(0)) / oX.size();
T xStd = std::sqrt(std::inner_product(oX.begin(), oX.end(), oX.begin(), T(0)) / oX.size() - xMean * xMean);
T yMean = std::accumulate(oY.begin(), oY.end(), T(0)) / oY.size();
T yStd = std::sqrt(std::inner_product(oY.begin(), oY.end(), oY.begin(), T(0)) / oY.size() - yMean * yMean);

// Second instance
T x_mean = std::accumulate(oX.begin(), oX.end(), T(0)) / nCount;
T x_std = std::sqrt(std::inner_product(oX.begin(), oX.end(), oX.begin(), T(0)) / nCount - x_mean * x_mean);
T y_mean = std::accumulate(oY.begin(), oY.end(), T(0)) / nCount;
T y_std = std::sqrt(std::inner_product(oY.begin(), oY.end(), oY.begin(), T(0)) / nCount - y_mean * y_mean);
```

Recommendation: Refactor to calculate these values only once and reuse them throughout the function.

**3. Double Regularization Application**

The regularization term is applied twice to the matrix in `Polyfit.h`:

```cpp
// First application
const T lambda = 1e-8; // Adjusted regularization parameter
for (size_t i = 0; i < oXtXMatrix.size1(); ++i) {
    oXtXMatrix(i, i) += lambda;
}

// Second application
// Add regularization term to oXtXMatrix
for (size_t i = 0; i < oXtXMatrix.size1(); ++i) {
    oXtXMatrix(i, i) += lambda;
}
```

This double application of regularization could lead to numerical instability by making the regularization effect stronger than intended.

Recommendation: Apply regularization only once at the appropriate point in the algorithm.",2025-03-28 08:25:00+00:00,i ve reviewed the changes in pr 365 and found several issues that should be addressed 1 debug print statements in production code there are numerous debug print statements in that should be removed before merging to production debug statements can impact performance and clutter logs in production environments recommendation remove all debug print statements or wrap them in conditional compilation directives e g to ensure they don t appear in release builds 2 duplicate code in polyfit h there is duplicate code for scaling input data in the same operations are performed twice with slightly different variable names recommendation refactor to calculate these values only once and reuse them throughout the function 3 double regularization application the regularization term is applied twice to the matrix in this double application of regularization could lead to numerical instability by making the regularization effect stronger than intended recommendation apply regularization only once at the appropriate point in the algorithm,2025-03-28 08:25:00+00:00,Code Review & Collaboration,0.10083503,0.10878079,0.11598352,0.10809565,0.11870671,0.12813735,0.13464823,0.18481272,after,0,0.0
Everything looks good! The implementation for irrational fractions equality comparison is now more robust with proper optimization strategies.,2025-03-28 08:25:35+00:00,everything looks good the implementation for irrational fractions equality comparison is now more robust with proper optimization strategies,2025-03-28 08:25:35+00:00,Testing & CI,0.13011242,0.104115084,0.14427799,0.14940073,0.12474922,0.10617119,0.113036446,0.12813689,after,0,0.0
See comments,2025-03-28 12:00:49+00:00,see comments,2025-03-28 12:00:49+00:00,Code Review & Collaboration,0.12684207,0.10452974,0.113936886,0.10676438,0.11040285,0.16455291,0.0875,0.18547115,after,0,0.0
Everything looks good!,2025-03-30 01:09:23+00:00,everything looks good,2025-03-30 01:09:23+00:00,UI / UX,0.101269916,0.1780493,0.13895759,0.10812114,0.121269256,0.123358786,0.09837284,0.1306012,after,0,0.0
"## PR Review for #365

I've reviewed the changes and found the following issues:

### 1. Debug Print Statements in Production Code
Numerous debug print statements should be removed or conditionally compiled:
```cpp
std::cout << ""Debug: xMean = "" << xMean << "", xStd = "" << xStd << "", yMean = "" << yMean << "", yStd = "" << yStd << std::endl;
// And many other similar statements throughout the file
```
Recommendation: Remove all debug prints or wrap them in `#ifdef DEBUG` directives.

### 2. Duplicate Data Scaling Logic & Double Regularization
The input data scaling calculation is performed twice and regularization is applied twice to the same matrix:
```cpp
// Duplicate scaling calculations
// First occurrence
T xMean = std::accumulate(oX.begin(), oX.end(), T(0)) / oX.size();
// ...
// Second occurrence
T x_mean = std::accumulate(oX.begin(), oX.end(), T(0)) / nCount;

// Double regularization
// First application
const T lambda = 1e-8;
for (size_t i = 0; i < oXtXMatrix.size1(); ++i) {
    oXtXMatrix(i, i) += lambda;
}
// Second application later in the code
for (size_t i = 0; i < oXtXMatrix.size1(); ++i) {
    oXtXMatrix(i, i) += lambda;
}
```
Recommendation: Calculate scaling values only once and remove one of the regularization loops.

### 3. Inconsistent Brace Style
The PR introduces inconsistent brace styles:
```cpp
// K&R style (braces on same line)
Extrapolator::T Extrapolator::Determinant() const {
    // ...
}

// Allman style (braces on new line) elsewhere
Extrapolator::solution_t Extrapolator::Solve(...) const
{
    // ...
}
```
Recommendation: Maintain consistent brace style throughout the codebase.",2025-03-30 01:17:44+00:00,pr review for 365 i ve reviewed the changes and found the following issues 1 debug print statements in production code numerous debug print statements should be removed or conditionally compiled recommendation remove all debug prints or wrap them in directives 2 duplicate data scaling logic double regularization the input data scaling calculation is performed twice and regularization is applied twice to the same matrix recommendation calculate scaling values only once and remove one of the regularization loops 3 inconsistent brace style the pr introduces inconsistent brace styles recommendation maintain consistent brace style throughout the codebase,2025-03-30 01:17:44+00:00,Code Review & Collaboration,0.09626378,0.1061423,0.11173753,0.09825609,0.11863129,0.13698848,0.11915965,0.21282083,after,0,0.0
Looks good.,2025-05-21 12:40:56+00:00,looks good,2025-05-21 12:40:56+00:00,UI / UX,0.12542298,0.14736143,0.11936187,0.10741242,0.14207433,0.13632272,0.10338367,0.118660524,after,0,0.0
Left a comment re `since` which should be cross checked,2025-06-03 12:14:27+00:00,left a comment re which should be cross checked,2025-06-03 12:14:27+00:00,Code Review & Collaboration,0.11162571,0.08751621,0.15360896,0.103848524,0.124826,0.13285485,0.0957055,0.19001429,after,0,0.0
Left a few comments that are worth checking into,2025-06-03 12:36:22+00:00,left a few comments that are worth checking into,2025-06-03 12:36:22+00:00,Code Review & Collaboration,0.11216989,0.104984924,0.13380502,0.11479141,0.107533276,0.15432498,0.08903246,0.183358,after,0,0.0
Spotted an author tag in the last javadoc,2025-06-03 12:40:20+00:00,spotted an author tag in the last javadoc,2025-06-03 12:40:20+00:00,Documentation & Communication,0.09968014,0.09905915,0.14357062,0.099894196,0.14590566,0.18411103,0.1072143,0.12056486,after,0,0.0
One small comment about StringInterner,2025-06-03 12:45:11+00:00,one small comment about stringinterner,2025-06-03 12:45:11+00:00,Bug Fixing & Debugging,0.11553215,0.108513154,0.1668364,0.10101281,0.15810356,0.14090677,0.099094994,0.11000011,after,0,0.0
Commented added re wiki links,2025-06-03 12:59:09+00:00,commented added re wiki links,2025-06-03 12:59:09+00:00,Documentation & Communication,0.12467871,0.10981564,0.108919136,0.0826243,0.0945434,0.22306691,0.11750565,0.13884623,after,0,0.0
PR matches the purpose and summary noted in the description and the requirements inside AGENTS.md are met. looks good!,2025-06-24 10:42:05+00:00,pr matches the purpose and summary noted in the description and the requirements inside md are met looks good,2025-06-24 10:42:05+00:00,Code Review & Collaboration,0.140162,0.09416141,0.08197036,0.11611811,0.09704998,0.16244477,0.11156267,0.19653074,after,0,0.0
LGTM,2025-07-10 13:19:43+00:00,lgtm,2025-07-10 13:19:43+00:00,Refactoring & Cleanup,0.115179464,0.1394654,0.14623089,0.1065589,0.14700052,0.11577477,0.10233896,0.1274511,after,0,0.0
@dependabot rebase,2025-07-14 10:31:18+00:00,dependabot rebase,2025-07-14 10:31:18+00:00,Deployment,0.11041565,0.08541537,0.14471243,0.14693087,0.13321874,0.10193301,0.16485876,0.112515196,after,0,0.0
All good,2025-07-18 21:16:51+00:00,all good,2025-07-18 21:16:51+00:00,Documentation & Communication,0.107607104,0.1231356,0.1453367,0.09034528,0.123663396,0.14667504,0.12407951,0.13915737,after,0,0.0
CI is failing,2025-08-11 14:49:20+00:00,ci is failing,2025-08-11 14:49:20+00:00,Testing & CI,0.086118504,0.07236178,0.18591656,0.23242694,0.0901865,0.09391536,0.1359916,0.10308282,after,0,0.0
"CI is failing, docs need updating and other samples too.",2025-08-11 14:50:02+00:00,ci is failing docs need updating and other samples too,2025-08-11 14:50:02+00:00,Testing & CI,0.0639243,0.07275242,0.13137081,0.21593052,0.077202685,0.15492453,0.15935604,0.12453866,after,0,0.0
"@copilot  you need to translate the 2 entries you added to strings.xml to all supported  lanugages in strings-pl, sings-de, strings-fr and so on",2025-08-23 16:56:57+00:00,copilot you need to translate the 2 entries you added to strings xml to all supported lanugages in strings pl sings de strings fr and so on,2025-08-23 16:56:57+00:00,Bug Fixing & Debugging,0.13229813,0.10959336,0.1607087,0.11541791,0.118831374,0.14061034,0.13164833,0.09089182,after,0,0.0
"change ""password"".equals(methodField) to ""email"".equals(methodField)",2025-08-23 18:08:21+00:00,change password equals methodfield to email equals methodfield,2025-08-23 18:08:21+00:00,Bug Fixing & Debugging,0.1410542,0.11012798,0.15783106,0.11992455,0.11995977,0.11958694,0.10512647,0.12638906,after,0,0.0
@copilot  translate the text in strings to all supported languages,2025-08-27 20:28:30+00:00,copilot translate the text in strings to all supported languages,2025-08-27 20:28:30+00:00,Refactoring & Cleanup,0.14247024,0.10760378,0.12016732,0.118327856,0.14763823,0.12597074,0.12227579,0.11554604,after,0,0.0
"@copilot 

The consent for AdMob was collected only after user registered, even anonymously.

The GA4 data is collected all the time, even when user is not registered.

Make sure that consent is collected BEFORE any data is passed to GA4",2025-09-03 09:16:06+00:00,copilot the consent for admob was collected only after user registered even anonymously the ga4 data is collected all the time even when user is not registered make sure that consent is collected before any data is passed to ga4,2025-09-03 09:16:06+00:00,Feature Development,0.14476644,0.104819454,0.12720318,0.13768631,0.09990012,0.1254525,0.12117999,0.13899198,after,0,0.0
"@copilot 

you added in thee two buttons:
Authentication check - Prompts user to register/login if not authenticated
Consent check - Ensures user has given consent for ad display
Ad display - Shows interstitial ads based on frequency settings before launching the game

but i did not asked to add Authentication check in these two buttons, therfore remove Authentication check from these wto buttons",2025-09-04 09:59:34+00:00,copilot you added in thee two buttons authentication check prompts user to register if not authenticated consent check ensures user has given consent for ad display ad display shows interstitial ads based on frequency settings before launching the game but i did not asked to add authentication check in these two buttons therfore remove authentication check from these wto buttons,2025-09-04 09:59:34+00:00,Bug Fixing & Debugging,0.13694182,0.14368662,0.15443835,0.12717657,0.09665713,0.11287073,0.10457843,0.12365033,after,0,0.0
@copilot  - The messages in strings.xml should be translated to all supported languages,2025-09-04 19:57:42+00:00,copilot the messages in strings xml should be translated to all supported languages,2025-09-04 19:57:42+00:00,Documentation & Communication,0.14040509,0.1021011,0.13696651,0.113320515,0.12011368,0.1487962,0.12689051,0.11140637,after,0,0.0
"@copilot i also asked to translate the string

<string name=""app_launch_failed"">App launch failed. Please try again.</string>
check strings for other languages if this string id ""app_launch_failed"" is present. 
if not translate it to all supported languages",2025-09-04 20:25:29+00:00,copilot i also asked to translate the string string name app launch failed app launch failed please try again check strings for other languages if this string id app launch failed is present if not translate it to all supported languages,2025-09-04 20:25:29+00:00,Bug Fixing & Debugging,0.12973152,0.0967348,0.17296113,0.12681374,0.12005385,0.118335016,0.12232647,0.11304344,after,0,0.0
"@copilot  check if the string

<string name=""login_in_progress"">Login in progress, please wait...</string>

is present in all supported languages. if not, then translate it and add it.",2025-09-04 21:17:54+00:00,copilot check if the string string name login in progress login in progress please wait is present in all supported languages if not then translate it and add it,2025-09-04 21:17:54+00:00,Bug Fixing & Debugging,0.13917461,0.094787225,0.14922568,0.13482371,0.12710243,0.1120169,0.11616845,0.12670098,after,0,0.0
Tests are failing,2025-09-06 07:18:47+00:00,tests are failing,2025-09-06 07:18:47+00:00,Testing & CI,0.059089795,0.067371204,0.19508973,0.3354563,0.083217025,0.087083384,0.08158373,0.09110882,after,0,0.0
"@copilot  add relase notes info for other 11 languages that we support. full list of languages

        LANGUAGE_NAME_RES_IDS.put(""am"", R.string.language_amharic);
        LANGUAGE_NAME_RES_IDS.put(""ar"", R.string.language_arabic);
        LANGUAGE_NAME_RES_IDS.put(""bn"", R.string.language_bengali);
        LANGUAGE_NAME_RES_IDS.put(""my"", R.string.language_burmese);
        LANGUAGE_NAME_RES_IDS.put(""en"", R.string.language_english);
        LANGUAGE_NAME_RES_IDS.put(""fr"", R.string.language_french);
        LANGUAGE_NAME_RES_IDS.put(""de"", R.string.language_german);
        LANGUAGE_NAME_RES_IDS.put(""hi"", R.string.language_hindi);
        LANGUAGE_NAME_RES_IDS.put(""km"", R.string.language_khmer);
        LANGUAGE_NAME_RES_IDS.put(""lo"", R.string.language_lao);
        LANGUAGE_NAME_RES_IDS.put(""mg"", R.string.language_malagasy);
        LANGUAGE_NAME_RES_IDS.put(""mn"", R.string.language_mongolian);
        LANGUAGE_NAME_RES_IDS.put(""ne"", R.string.language_nepali);
        LANGUAGE_NAME_RES_IDS.put(""fa"", R.string.language_persian);
        LANGUAGE_NAME_RES_IDS.put(""pl"", R.string.language_polish);
        LANGUAGE_NAME_RES_IDS.put(""si"", R.string.language_sinhala);
        LANGUAGE_NAME_RES_IDS.put(""so"", R.string.language_somali);
        LANGUAGE_NAME_RES_IDS.put(""es"", R.string.language_spanish);
        LANGUAGE_NAME_RES_IDS.put(""sw"", R.string.language_swahili);
        LANGUAGE_NAME_RES_IDS.put(""ur"", R.string.language_urdu);",2025-09-15 11:48:40+00:00,copilot add relase notes info for other 11 languages that we support full list of languages language name res ids put am r string language amharic language name res ids put ar r string language arabic language name res ids put bn r string language bengali language name res ids put my r string language burmese language name res ids put en r string language english language name res ids put fr r string language french language name res ids put de r string language german language name res ids put hi r string language hindi language name res ids put km r string language khmer language name res ids put lo r string language lao language name res ids put mg r string language malagasy language name res ids put mn r string language mongolian language name res ids put ne r string language nepali language name res ids put fa r string language persian language name res ids put pl r string language polish language name res ids put si r string language sinhala language name res ids put so r string language somali language name res ids put es r string language spanish language name res ids put sw r string language swahili language name res ids put ur r string language urdu,2025-09-15 11:48:40+00:00,Feature Development,0.15752442,0.10135195,0.12409073,0.10391544,0.12693447,0.15389174,0.1108699,0.12142137,after,0,0.0
"@copilot  add safeuard, that such user cannot be deleted if:

1. there are any invitations, which were sent from {id} user
2. there are any \matches where player0==user {id} or player1==user {id}
3. there are any \tournaments\matches where player0==user {id} or player1==user {id}
4. there are any \tournaments\participants where user {id} is present
if any of above happends rerport this to consol that user cannot be removed because of the presnce in certain collection",2025-09-17 15:35:33+00:00,copilot add safeuard that such user cannot be deleted if 1 there are any invitations which were sent from id user 2 there are any matches where player0 user id or player1 user id 3 there are any tournaments matches where player0 user id or player1 user id 4 there are any tournaments participants where user id is present if any of above happends rerport this to consol that user cannot be removed because of the presnce in certain collection,2025-09-17 15:35:33+00:00,Feature Development,0.17968433,0.09088343,0.15224311,0.12108108,0.13747193,0.10367319,0.092606336,0.12235664,after,0,0.0
"@copilot revist the changes that were implemented by the latest pull reguest ""Fix SafeStringFormatter to handle UnknownFormatConversionException crashes #498"" and then revisit the proposed changes again. maybe they are already addressed",2025-09-19 10:35:19+00:00,copilot revist the changes that were implemented by the latest pull reguest fix safestringformatter to handle unknownformatconversionexception crashes 498 and then revisit the proposed changes again maybe they are already addressed,2025-09-19 10:35:19+00:00,Bug Fixing & Debugging,0.08188498,0.09106028,0.2029816,0.14429449,0.10693291,0.12256235,0.13096868,0.11931475,after,0,0.0
"@copilot The change should be not made in all :

mobile/app/src/main/res/values-am/strings.xml
mobile/app/src/main/res/values-mn/strings.xml
mobile/app/src/main/res/values-de/strings.xml
mobile/app/src/main/res/values-si/strings.xml
mobile/app/src/main/res/values-my/strings.xml
mobile/app/src/main/res/values-ur/strings.xml
mobile/app/src/main/res/values-bn/strings.xml
mobile/app/src/main/res/values-fr/strings.xml
mobile/app/src/main/res/values-es/strings.xml
mobile/app/src/main/res/values-lo/strings.xml
mobile/app/src/main/res/values-sw/strings.xml
mobile/app/src/main/res/values-hi/strings.xml
mobile/app/src/main/res/values-so/strings.xml
mobile/app/src/main/res/values-pl/strings.xml
mobile/app/src/main/res/values/strings.xml
mobile/app/src/main/res/values-km/strings.xml
mobile/app/src/main/res/values-ar/strings.xml
mobile/app/src/main/res/values-fa/strings.xml
mobile/app/src/main/res/values-ne/strings.xml
mobile/app/src/main/res/values-mg/strings.xml


but translations of <en> block to all supported languages should be added in this one file  GOOGLE_PLAY_RELEASE_NOTES_v15.4.txt",2025-09-19 11:44:28+00:00,copilot the change should be not made in all mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile but translations of en block to all supported languages should be added in this one file google play release notes v15 4 txt,2025-09-19 11:44:28+00:00,Documentation & Communication,0.10211474,0.13002767,0.12820208,0.09153633,0.11828866,0.15855466,0.14034005,0.13093583,after,0,0.0
"@copilot  instead of using French in missing translations, use ENglish translations, maintain <!-- TODO: Translate to [lang]--> so i know hat i have to translate in the future",2025-09-19 15:40:22+00:00,copilot instead of using french in missing translations use english translations maintain todo translate to lang so i know hat i have to translate in the future,2025-09-19 15:40:22+00:00,Documentation & Communication,0.140267,0.103820734,0.11901155,0.112103626,0.13188301,0.153098,0.118869066,0.12094703,after,0,0.0
"@copilot 
DO not remove comments from strings

DO not translate the strings which are marked not translateable",2025-09-20 11:01:52+00:00,copilot do not remove comments from strings do not translate the strings which are marked not translateable,2025-09-20 11:01:52+00:00,Refactoring & Cleanup,0.09781527,0.09379578,0.15201324,0.106145844,0.17012264,0.13810645,0.109622754,0.13237801,after,0,0.0
@copilot implement the remmended code chages to enable sending inbvites for users who are active i.e. status shows offline but last heartbeat was see within last 20 minutes,2025-09-22 10:36:34+00:00,copilot implement the remmended code chages to enable sending inbvites for users who are active i e status shows offline but last heartbeat was see within last 20 minutes,2025-09-22 10:36:34+00:00,Feature Development,0.19075856,0.09768597,0.11102122,0.12651253,0.09679656,0.11547964,0.11933115,0.14241439,after,0,0.0
"@copilot  all strings must be implemented using strings iand translated to all languages

mobile/app/src/main/res/values-hi/strings.xml
mobile/app/src/main/res/values-bn/strings.xml
mobile/app/src/main/res/values-sw/strings.xml
mobile/app/src/main/res/values-km/strings.xml
mobile/app/src/main/res/values-de/strings.xml
mobile/app/src/main/res/values-fr/strings.xml
mobile/app/src/main/res/values-so/strings.xml
mobile/app/src/main/res/values-am/strings.xml
mobile/app/src/main/res/values-my/strings.xml
mobile/app/src/main/res/values-es/strings.xml
mobile/app/src/main/res/values-mn/strings.xml
mobile/app/src/main/res/values/strings.xml
mobile/app/src/main/res/values-fa/strings.xml
mobile/app/src/main/res/values-ne/strings.xml
mobile/app/src/main/res/values-si/strings.xml
mobile/app/src/main/res/values-ar/strings.xml
mobile/app/src/main/res/values-pl/strings.xml
mobile/app/src/main/res/values-ur/strings.xml
mobile/app/src/main/res/values-lo/strings.xml
mobile/app/src/main/res/values-mg/strings.xml",2025-10-02 12:35:54+00:00,copilot all strings must be implemented using strings iand translated to all languages mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile mobile,2025-10-02 12:35:54+00:00,Feature Development,0.17111604,0.08407966,0.15249181,0.11310604,0.15683153,0.12076391,0.10649388,0.09511718,after,0,0.0
"@copilot 

i asked to that below
<Button
android:id=""@+id/addFriendBtn"" ...>

i want to you to add drop down with two options:
Sort alphabetically
Sort by last seen

By default is should be showing ""Sort by last seen"" and list of friends should be sorted descending by the last heartbeat (from the latest to the earliest)

when user picks Sort alphabetically, the list should be sorted alphabetically by nickanem ascending",2025-10-02 20:25:16+00:00,copilot i asked to that below button android id id i want to you to add drop down with two options sort alphabetically sort by last seen by default is should be showing sort by last seen and list of friends should be sorted descending by the last heartbeat from the latest to the earliest when user picks sort alphabetically the list should be sorted alphabetically by nickanem ascending,2025-10-02 20:25:16+00:00,Feature Development,0.19539654,0.14979844,0.11346487,0.086894125,0.1266451,0.118734956,0.095648095,0.11341792,after,0,0.0
"# Review Notes for PR 937

## Findings
- **Major** — `src/Dock.Avalonia/Internal/DockHelpers.cs:138`: caught exceptions now route through `DockLogger.Log`, which exits early when `DockSettings.EnableDiagnosticsLogging` is false; this regresses the previous always-on diagnostics and hides hit-test failures.
- **Major** — `src/Dock.Settings/DockLogger.cs:29`: `[Conditional(""DEBUG"")]` on `LogDebug` strips the calls from release builds, so the new diagnostics toggles cannot emit logs when investigating issues outside debug configurations.
- **Medium** — `src/Dock.Avalonia/Internal/DockHelpers.cs:48`: `LogDropAreas` walks the entire visual tree even when diagnostics logging is disabled; guard the method early to avoid the extra per-move overhead.
- **Minor** — `src/Dock.Model/FactoryBase.cs:207`: duplicated `CopyDockGroup(dockable, split);` invocation (with odd indentation) causes the copy to run twice; remove the extra call.",2025-10-10 13:01:08+00:00,review notes for pr 937 findings major caught exceptions now route through which exits early when is false this regresses the previous always on diagnostics and hides hit test failures major on strips the calls from release builds so the new diagnostics toggles cannot emit logs when investigating issues outside debug configurations medium walks the entire visual tree even when diagnostics logging is disabled guard the method early to avoid the extra per move overhead minor duplicated invocation with odd indentation causes the copy to run twice remove the extra call,2025-10-10 13:01:08+00:00,Testing & CI,0.09380838,0.073574424,0.12172263,0.17102467,0.12463512,0.13031161,0.12093702,0.16398613,after,0,0.0
"@copilot , you added <string name=""invite_received_format"">Received %1$s</string>

it must be added to all strings and translated to relevant languages",2025-10-12 19:48:04+00:00,copilot you added string name invite received format received 1 s it must be added to all strings and translated to relevant languages,2025-10-12 19:48:04+00:00,Bug Fixing & Debugging,0.1445404,0.089748524,0.17327467,0.1064682,0.11898772,0.13711245,0.10289098,0.12697703,after,0,0.0
